swab_id,gd,swab_type,state,date,season,species,yoa,pdate,y,month,Ldate,c,ysw,newsite,pdate2
JH15MI0109,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0108,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0106,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0135,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0133,0,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0111,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0112,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0131,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH14MI088,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH15MI0124,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH15MI0104,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH14MI108,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH15MI0115,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH14MI107,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI091,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI105,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI106,1,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH15MI0102,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_BC,3.64516129
JH14MI098,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI085,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI100,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI093,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI097,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI083,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH14MI096,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_BC,0.774193548
JH15MI0058,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI046,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH14MI044,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0057,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0059,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI051,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH14MI052,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0052,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0055,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI041,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0060,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0062,0,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0063,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI053,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0051,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI042,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH14MI050,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0035,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0036,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI036,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH14MI040,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0034,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH15MI0050,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI034,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0032,1,BAT,MI,2/24/15,hiber_late,MYLU,2015,14.77419355,15,2,2/24/15,1,0,MI_GA,3.612903226
JH14MI035,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH14MI032,0,BAT,MI,11/28/14,hiber_earl,MYLU,2015,11.90322581,14,11,11/28/14,1,0,MI_GA,0.741935484
JH15MI0071,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0083,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI063,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0084,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0076,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0085,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0079,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI061,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0095,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI081,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI060,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI080,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0072,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0094,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI078,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI077,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0070,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI065,1,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0093,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0091,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI079,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH15MI0088,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH15MI0089,1,BAT,MI,2/25/15,hiber_late,MYLU,2015,14.80645161,15,2,2/25/15,1,0,MI_MC,3.64516129
JH14MI069,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI068,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI067,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
JH14MI066,0,BAT,MI,11/29/14,hiber_earl,MYLU,2015,11.93548387,14,11,11/29/14,1,0,MI_MC,0.774193548
KL16WI0592,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0593,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0594,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0585,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0583,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0109,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0107,0,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0598,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0108,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0096,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL16WI0603,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL16WI0601,0,BAT,WI,11/15/16,hiber_earl,MYLU,2017,11.48387097,16,11,11/15/16,1,0,WI_SP,0.322580645
KL17WI0095,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0094,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0110,0,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
KL17WI0115,1,BAT,WI,3/6/17,hiber_late,MYLU,2017,15.19354839,17,3,3/6/17,1,0,WI_SP,4.032258065
